,Unnamed: 0,year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,AST_TOV,STL_TOV
58,526,2012-13,Playoffs,201571,59,D.J. Augustin,1610612754,IND,19,316,27,71,0.38,19,48,0.396,25,31,0.806,2,13,15,13,7,0,10,26,98,1.3,0.7
59,527,2012-13,Playoffs,965,60,Derek Fisher,1610612760,OKC,11,261,32,70,0.457,24,51,0.471,8,12,0.667,1,16,17,8,7,1,8,33,96,1.0,0.88
60,528,2012-13,Playoffs,101106,61,Andrew Bogut,1610612744,GSW,12,327,39,67,0.582,0,0,0.0,8,23,0.348,39,92,131,22,6,18,22,39,86,1.0,0.27
61,529,2012-13,Playoffs,1889,62,Andre Miller,1610612743,DEN,6,154,29,69,0.42,5,11,0.455,21,27,0.778,11,9,20,23,2,0,16,8,84,1.44,0.13
62,530,2012-13,Playoffs,2222,62,Gerald Wallace,1610612751,BKN,7,243,31,67,0.463,11,29,0.379,11,20,0.55,5,23,28,17,8,5,9,20,84,1.89,0.89
63,531,2012-13,Playoffs,2588,64,Matt Bonner,1610612759,SAS,20,267,28,59,0.475,15,32,0.469,10,12,0.833,9,30,39,6,5,5,2,35,81,3.0,2.5
64,532,2012-13,Playoffs,201952,65,Jeff Teague,1610612737,ATL,6,213,27,81,0.333,3,10,0.3,23,28,0.821,3,14,17,30,9,2,14,17,80,2.14,0.64
65,533,2012-13,Playoffs,201933,66,Blake Griffin,1610612746,LAC,6,158,29,64,0.453,0,0,0.0,21,26,0.808,8,25,33,15,0,5,13,24,79,1.15,0.0
66,534,2012-13,Playoffs,201959,67,Taj Gibson,1610612741,CHI,12,206,31,66,0.47,0,2,0.0,16,22,0.727,15,21,36,4,4,6,9,37,78,0.44,0.44
67,535,2012-13,Playoffs,201946,67,Tyler Hansbrough,1610612754,IND,19,241,26,62,0.419,0,0,0.0,26,44,0.591,36,25,61,5,6,0,15,41,78,0.33,0.4
68,536,2012-13,Playoffs,708,69,Kevin Garnett,1610612738,BOS,6,212,30,60,0.5,0,2,0.0,16,17,0.941,9,73,82,21,5,6,19,23,76,1.1,0.26
69,537,2012-13,Playoffs,201600,70,Ömer Aşik,1610612745,HOU,6,208,22,39,0.564,0,0,0.0,30,47,0.638,21,46,67,3,3,10,12,22,74,0.25,0.25
70,538,2012-13,Playoffs,101154,71,Andray Blatche,1610612751,BKN,7,138,29,58,0.5,0,0,0.0,14,17,0.824,10,24,34,9,2,3,5,14,72,1.8,0.4
71,539,2012-13,Playoffs,1891,71,Jason Terry,1610612738,BOS,6,189,24,54,0.444,15,34,0.441,9,11,0.818,0,13,13,12,4,2,5,9,72,2.4,0.8
72,540,2012-13,Playoffs,201163,71,Wilson Chandler,1610612743,DEN,6,205,27,76,0.355,9,29,0.31,9,12,0.75,5,28,33,8,8,3,7,25,72,1.14,1.14
73,541,2012-13,Playoffs,2440,74,Matt Barnes,1610612746,LAC,6,162,24,44,0.545,7,17,0.412,16,19,0.842,7,23,30,3,4,2,5,23,71,0.6,0.8
74,542,2012-13,Playoffs,201976,74,Patrick Beverley,1610612745,HOU,6,200,28,65,0.431,8,24,0.333,7,7,1.0,11,22,33,17,7,4,6,24,71,2.83,1.17
75,543,2012-13,Playoffs,203110,76,Draymond Green,1610612744,GSW,12,223,24,56,0.429,9,23,0.391,13,17,0.765,14,37,51,19,6,10,12,35,70,1.58,0.5
76,544,2012-13,Playoffs,2030,77,Kenyon Martin,1610612752,NYK,12,253,29,50,0.58,0,0,0.0,11,20,0.55,16,38,54,11,9,17,8,42,69,1.38,1.13
77,545,2012-13,Playoffs,2736,77,Luol Deng,1610612741,CHI,5,224,32,84,0.381,1,18,0.056,4,10,0.4,5,33,38,19,5,3,12,12,69,1.58,0.42
78,546,2012-13,Playoffs,2734,79,Devin Harris,1610612737,ATL,6,225,23,63,0.365,5,25,0.2,17,25,0.68,2,15,17,22,10,1,12,18,68,1.83,0.83
79,547,2012-13,Playoffs,2730,79,Dwight Howard,1610612747,LAL,4,126,26,42,0.619,0,0,0.0,16,36,0.444,10,33,43,4,2,8,16,17,68,0.25,0.13
80,548,2012-13,Playoffs,2199,79,Tyson Chandler,1610612752,NYK,12,350,28,52,0.538,0,0,0.0,12,16,0.75,40,48,88,4,8,14,11,48,68,0.36,0.73
81,549,2012-13,Playoffs,2564,82,Boris Diaw,1610612759,SAS,16,273,24,54,0.444,5,13,0.385,12,14,0.857,8,32,40,28,4,3,13,28,65,2.15,0.31
82,550,2012-13,Playoffs,201147,82,Corey Brewer,1610612743,DEN,6,146,21,68,0.309,9,36,0.25,14,21,0.667,3,8,11,7,6,1,7,19,65,1.0,0.86
83,551,2012-13,Playoffs,2037,82,Jamal Crawford,1610612746,LAC,6,161,24,62,0.387,6,22,0.273,11,11,1.0,2,10,12,10,3,1,4,9,65,2.5,0.75
84,552,2012-13,Playoffs,101128,85,Francisco Garcia,1610612745,HOU,6,164,22,50,0.44,17,37,0.459,3,5,0.6,3,17,20,9,4,5,4,21,64,2.25,1.0
85,553,2012-13,Playoffs,200757,86,Thabo Sefolosha,1610612760,OKC,11,300,21,61,0.344,12,38,0.316,9,11,0.818,13,36,49,23,12,5,8,26,63,2.88,1.5
86,554,2012-13,Playoffs,2594,87,Kyle Korver,1610612737,ATL,6,177,19,49,0.388,12,34,0.353,11,12,0.917,0,20,20,4,2,4,6,14,61,0.67,0.33
87,555,2012-13,Playoffs,201228,88,C.J. Watson,1610612751,BKN,7,161,24,55,0.436,4,15,0.267,8,12,0.667,5,12,17,13,5,1,1,11,60,13.0,5.0
88,556,2012-13,Playoffs,202709,89,Cory Joseph,1610612759,SAS,20,192,26,56,0.464,2,11,0.182,5,11,0.455,8,23,31,24,6,2,10,15,59,2.4,0.6
89,557,2012-13,Playoffs,201589,90,Darrell Arthur,1610612763,MEM,15,175,25,53,0.472,0,2,0.0,8,9,0.889,14,24,38,6,2,4,7,36,58,0.86,0.29
90,558,2012-13,Playoffs,2034,90,Mike Miller,1610612748,MIA,17,232,21,45,0.467,16,36,0.444,0,0,0.0,3,30,33,15,8,2,5,26,58,3.0,1.6
91,559,2012-13,Playoffs,101145,92,Monta Ellis,1610612749,MIL,4,152,24,55,0.436,3,19,0.158,6,16,0.375,2,11,13,22,10,1,14,8,57,1.57,0.71
92,560,2012-13,Playoffs,2200,93,Pau Gasol,1610612747,LAL,4,146,25,52,0.481,0,0,0.0,6,11,0.545,7,39,46,26,2,3,13,4,56,2.0,0.15
93,561,2012-13,Playoffs,101123,94,Gerald Green,1610612754,IND,9,105,21,50,0.42,11,33,0.333,2,2,1.0,2,10,12,3,0,1,6,10,55,0.5,0.0
94,562,2012-13,Playoffs,2555,94,Nick Collison,1610612760,OKC,11,178,22,47,0.468,0,0,0.0,11,12,0.917,25,26,51,12,5,11,10,37,55,1.2,0.5
95,563,2012-13,Playoffs,201943,96,Brandon Jennings,1610612749,MIL,4,133,17,57,0.298,6,28,0.214,13,18,0.722,1,8,9,16,9,1,11,6,53,1.46,0.82
96,564,2012-13,Playoffs,2406,97,Caron Butler,1610612746,LAC,6,136,22,46,0.478,4,16,0.25,3,3,1.0,1,15,16,0,2,2,6,11,51,0.0,0.33
97,565,2012-13,Playoffs,202702,97,Kenneth Faried,1610612743,DEN,5,145,20,32,0.625,0,0,0.0,11,15,0.733,12,30,42,1,5,1,5,22,51,0.2,1.0
98,566,2012-13,Playoffs,2399,99,Mike Dunleavy,1610612749,MIL,4,91,17,30,0.567,7,16,0.438,8,9,0.889,3,13,16,8,2,0,3,5,49,2.67,0.67
99,567,2012-13,Playoffs,203143,99,Pablo Prigioni,1610612752,NYK,11,230,17,43,0.395,13,30,0.433,2,4,0.5,2,15,17,35,14,1,6,21,49,5.83,2.33
100,568,2012-13,Playoffs,201566,101,Russell Westbrook,1610612760,OKC,2,68,17,41,0.415,2,9,0.222,12,14,0.857,1,12,13,14,6,0,8,5,48,1.75,0.75
101,569,2012-13,Playoffs,201971,102,DeJuan Blair,1610612759,SAS,12,76,21,34,0.618,0,0,0.0,5,9,0.556,6,18,24,7,5,1,1,14,47,7.0,5.0
102,570,2012-13,Playoffs,101141,103,Ersan Ilyasova,1610612749,MIL,4,117,20,46,0.435,4,10,0.4,2,2,1.0,10,19,29,7,5,1,6,8,46,1.17,0.83
103,571,2012-13,Playoffs,1737,103,Nazr Mohammed,1610612741,CHI,12,114,21,41,0.512,0,0,0.0,4,7,0.571,14,18,32,4,2,7,3,15,46,1.33,0.67
104,572,2012-13,Playoffs,2568,105,Carlos Delfino,1610612745,HOU,5,120,15,40,0.375,11,31,0.355,4,4,1.0,1,11,12,10,3,1,5,10,45,2.0,0.6
105,573,2012-13,Playoffs,2550,105,Kirk Hinrich,1610612741,CHI,4,162,16,37,0.432,4,11,0.364,9,14,0.643,1,10,11,23,8,1,8,14,45,2.88,1.0
106,574,2012-13,Playoffs,201580,107,JaVale McGee,1610612743,DEN,6,112,18,31,0.581,0,0,0.0,7,18,0.389,17,14,31,0,4,6,11,17,43,0.0,0.36
107,575,2012-13,Playoffs,202336,107,Larry Sanders,1610612749,MIL,4,113,19,33,0.576,0,0,0.0,5,11,0.455,11,22,33,5,3,5,12,18,43,0.42,0.25
108,576,2012-13,Playoffs,202721,109,Darius Morris,1610612747,LAL,4,105,16,35,0.457,3,9,0.333,7,9,0.778,1,4,5,12,2,0,6,6,42,2.0,0.33
109,577,2012-13,Playoffs,202340,110,Avery Bradley,1610612738,BOS,6,191,17,42,0.405,2,8,0.25,4,4,1.0,3,10,13,8,11,1,11,11,40,0.73,1.0
110,578,2012-13,Playoffs,101138,110,Brandon Bass,1610612738,BOS,6,204,14,29,0.483,0,0,0.0,12,15,0.8,8,32,40,7,2,1,5,17,40,1.4,0.4
111,579,2012-13,Playoffs,202339,112,Eric Bledsoe,1610612746,LAC,6,97,15,30,0.5,1,9,0.111,8,12,0.667,2,13,15,18,2,3,5,10,39,3.6,0.4
112,580,2012-13,Playoffs,1497,113,Chauncey Billups,1610612746,LAC,6,115,11,36,0.306,6,17,0.353,9,11,0.818,2,10,12,6,1,1,8,10,37,0.75,0.13
113,581,2012-13,Playoffs,203142,113,Chris Copeland,1610612752,NYK,9,93,12,30,0.4,11,23,0.478,2,2,1.0,2,7,9,1,5,0,4,9,37,0.25,1.25
114,582,2012-13,Playoffs,202726,115,Andrew Goudelock,1610612747,LAL,3,80,16,36,0.444,2,10,0.2,2,2,1.0,1,4,5,3,5,0,4,7,36,0.75,1.25
115,583,2012-13,Playoffs,201274,115,Ivan Johnson,1610612737,ATL,6,108,12,26,0.462,0,0,0.0,12,18,0.667,9,11,20,3,4,3,6,23,36,0.5,0.67
116,584,2012-13,Playoffs,201601,117,Luc Mbah a Moute,1610612749,MIL,4,136,10,23,0.435,0,4,0.0,13,18,0.722,4,10,14,7,4,0,5,9,33,1.4,0.8
117,585,2012-13,Playoffs,2501,118,Reggie Evans,1610612751,BKN,7,209,11,23,0.478,0,0,0.0,10,18,0.556,16,70,86,6,7,2,6,21,32,1.0,1.17
118,586,2012-13,Playoffs,2743,119,Kris Humphries,1610612751,BKN,7,83,14,31,0.452,0,0,0.0,3,7,0.429,10,13,23,1,1,3,2,15,31,0.5,0.5
119,587,2012-13,Playoffs,201166,120,Aaron Brooks,1610612745,HOU,6,67,13,34,0.382,1,9,0.111,3,5,0.6,3,6,9,11,1,1,6,3,30,1.83,0.17
120,588,2012-13,Playoffs,101135,120,David Lee,1610612744,GSW,6,65,13,33,0.394,0,0,0.0,4,6,0.667,6,22,28,5,3,1,5,5,30,1.0,0.6
121,589,2012-13,Playoffs,1885,120,Lamar Odom,1610612746,LAC,6,107,11,30,0.367,5,14,0.357,3,6,0.5,4,19,23,11,5,5,10,16,30,1.1,0.5
122,590,2012-13,Playoffs,1712,123,Antawn Jamison,1610612747,LAL,4,79,10,23,0.435,5,12,0.417,4,6,0.667,1,6,7,1,1,2,3,9,29,0.33,0.33
123,591,2012-13,Playoffs,101133,123,Ian Mahinmi,1610612754,IND,18,150,13,29,0.448,0,0,0.0,3,10,0.3,20,22,42,1,0,13,12,28,29,0.08,0.0
124,592,2012-13,Playoffs,200755,123,JJ Redick,1610612749,MIL,4,69,11,25,0.44,4,12,0.333,3,3,1.0,0,3,3,5,1,0,6,9,29,0.83,0.17
125,593,2012-13,Playoffs,101130,123,Johan Petro,1610612737,ATL,6,101,14,27,0.519,0,0,0.0,1,2,0.5,4,18,22,4,1,4,3,18,29,1.33,0.33
126,594,2012-13,Playoffs,2581,127,Steve Blake,1610612747,LAL,2,75,11,28,0.393,5,12,0.417,1,1,1.0,0,8,8,5,4,3,4,8,28,1.25,1.0
127,595,2012-13,Playoffs,2039,128,Keyon Dooling,1610612763,MEM,14,114,8,24,0.333,5,13,0.385,6,6,1.0,0,5,5,4,1,0,3,14,27,1.33,0.33
128,596,2012-13,Playoffs,201576,129,Anthony Randolph,1610612743,DEN,5,30,9,11,0.818,0,0,0.0,8,11,0.727,0,6,6,0,2,0,2,4,26,0.0,1.0
129,597,2012-13,Playoffs,1888,129,Richard Hamilton,1610612741,CHI,4,68,10,27,0.37,3,7,0.429,3,4,0.75,0,3,3,5,1,2,5,5,26,1.0,0.2
130,598,2012-13,Playoffs,201970,129,Sam Young,1610612754,IND,15,130,9,24,0.375,2,10,0.2,6,8,0.75,11,18,29,4,4,1,7,17,26,0.57,0.57
131,599,2012-13,Playoffs,959,132,Steve Nash,1610612747,LAL,2,61,10,23,0.435,0,3,0.0,5,5,1.0,2,3,5,9,0,0,3,2,25,3.0,0.0
132,600,2012-13,Playoffs,201229,133,Anthony Tolliver,1610612737,ATL,6,68,8,14,0.571,7,11,0.636,1,3,0.333,3,6,9,1,1,1,1,7,24,1.0,1.0
133,601,2012-13,Playoffs,203105,133,Festus Ezeli,1610612744,GSW,12,134,6,13,0.462,0,0,0.0,12,21,0.571,13,17,30,2,3,7,12,24,24,0.17,0.25
134,602,2012-13,Playoffs,2570,133,Kendrick Perkins,1610612760,OKC,11,210,10,38,0.263,0,1,0.0,4,4,1.0,15,26,41,7,8,5,23,39,24,0.3,0.35
135,603,2012-13,Playoffs,201599,136,DeAndre Jordan,1610612746,LAC,6,144,10,22,0.455,0,0,0.0,2,9,0.222,15,23,38,1,1,10,9,18,22,0.11,0.11
136,604,2012-13,Playoffs,201585,137,Kosta Koufos,1610612743,DEN,6,100,7,19,0.368,1,1,1.0,5,6,0.833,9,12,21,3,3,4,2,13,20,1.5,1.5
137,605,2012-13,Playoffs,203095,138,Evan Fournier,1610612743,DEN,4,53,6,17,0.353,0,8,0.0,7,8,0.875,0,0,0,4,2,0,6,6,19,0.67,0.33
138,606,2012-13,Playoffs,202962,139,Greg Smith,1610612745,HOU,5,59,6,9,0.667,0,0,0.0,6,12,0.5,7,6,13,0,2,2,4,9,18,0.0,0.5
139,607,2012-13,Playoffs,202348,139,Jordan Crawford,1610612738,BOS,5,59,7,23,0.304,3,12,0.25,1,2,0.5,0,3,3,0,2,0,3,3,18,0.0,0.67
140,608,2012-13,Playoffs,1897,139,Metta World Peace,1610612747,LAL,3,84,7,28,0.25,2,14,0.143,2,2,1.0,6,5,11,5,2,1,3,5,18,1.67,0.67
141,609,2012-13,Playoffs,200779,139,Steve Novak,1610612752,NYK,9,50,7,13,0.538,4,9,0.444,0,0,0.0,2,2,4,0,1,0,0,5,18,0.0,0.0
142,610,2012-13,Playoffs,1740,143,Rashard Lewis,1610612748,MIA,11,47,8,20,0.4,0,4,0.0,1,2,0.5,1,6,7,4,2,2,6,5,17,0.67,0.33
143,611,2012-13,Playoffs,201965,144,Jeff Ayres,1610612754,IND,9,71,8,24,0.333,0,1,0.0,0,0,0.0,4,14,18,1,0,2,3,14,16,0.33,0.0
144,612,2012-13,Playoffs,202391,144,Jeremy Lin,1610612745,HOU,4,84,6,24,0.25,2,12,0.167,2,2,1.0,0,8,8,8,2,1,8,9,16,1.0,0.25
145,613,2012-13,Playoffs,101142,144,Ronny Turiaf,1610612746,LAC,5,59,7,10,0.7,0,0,0.0,2,4,0.5,4,4,8,0,1,3,2,14,16,0.0,0.5
146,614,2012-13,Playoffs,2405,147,Amar'e Stoudemire,1610612752,NYK,4,33,5,13,0.385,1,1,1.0,4,4,1.0,4,5,9,0,0,0,3,9,15,0.0,0.0
147,615,2012-13,Playoffs,201947,148,Earl Clark,1610612747,LAL,4,82,7,19,0.368,0,4,0.0,0,0,0.0,2,10,12,1,1,1,6,4,14,0.17,0.17
148,616,2012-13,Playoffs,202334,149,Ed Davis,1610612763,MEM,8,48,5,12,0.417,0,0,0.0,3,4,0.75,4,7,11,0,0,1,2,7,13,0.0,0.0
149,617,2012-13,Playoffs,203118,149,Mike Scott,1610612737,ATL,4,20,5,10,0.5,0,1,0.0,3,4,0.75,1,6,7,1,0,0,0,2,13,0.0,0.0
