,Unnamed: 0,year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,AST_TOV,STL_TOV
44,44,2012-13,Regular_Season,2216,45,Zach Randolph,1610612763,MEM,76,2607,471,1024,0.46,2,23,0.087,225,300,0.75,310,544,854,108,61,31,150,180,1169,0.72,0.41
45,45,2012-13,Regular_Season,201144,46,Mike Conley,1610612763,MEM,80,2757,414,940,0.44,106,293,0.362,234,282,0.83,43,182,225,487,174,24,189,171,1168,2.58,0.92
46,46,2012-13,Regular_Season,201952,47,Jeff Teague,1610612737,ATL,80,2628,439,974,0.451,89,248,0.359,199,226,0.881,25,155,180,579,117,28,230,181,1166,2.52,0.51
47,47,2012-13,Regular_Season,201568,48,Danilo Gallinari,1610612743,DEN,71,2309,364,871,0.418,135,362,0.373,286,348,0.822,65,302,367,176,64,36,111,130,1149,1.59,0.58
48,48,2012-13,Regular_Season,200794,49,Paul Millsap,1610612762,UTA,78,2375,429,875,0.49,13,39,0.333,264,356,0.742,177,377,554,201,102,80,138,232,1135,1.46,0.74
49,49,2012-13,Regular_Season,201609,50,Goran Dragic,1610612756,PHX,77,2581,401,906,0.443,88,276,0.319,244,326,0.748,60,178,238,569,124,26,212,214,1134,2.68,0.58
50,50,2012-13,Regular_Season,201188,51,Marc Gasol,1610612763,MEM,80,2796,429,869,0.494,1,14,0.071,268,316,0.848,184,438,622,318,80,139,157,255,1127,2.02,0.51
51,51,2012-13,Regular_Season,201152,51,Thaddeus Young,1610612755,PHI,76,2629,509,958,0.531,1,8,0.125,108,188,0.574,182,389,571,125,133,55,90,191,1127,1.39,1.48
52,52,2012-13,Regular_Season,202738,53,Isaiah Thomas,1610612758,SAC,79,2122,366,832,0.44,115,321,0.358,253,287,0.882,29,132,161,316,67,3,140,167,1100,2.26,0.48
53,53,2012-13,Regular_Season,200755,53,JJ Redick,1610612749,MIL,78,2379,382,880,0.434,165,451,0.366,171,190,0.9,17,154,171,296,38,9,138,117,1100,2.15,0.28
54,54,2012-13,Regular_Season,202391,55,Jeremy Lin,1610612745,HOU,82,2640,396,897,0.441,87,257,0.339,216,275,0.785,32,215,247,497,134,29,236,205,1095,2.11,0.57
55,55,2012-13,Regular_Season,202323,56,Evan Turner,1610612755,PHI,82,2892,441,1053,0.419,58,159,0.365,154,208,0.74,56,461,517,354,71,17,187,197,1094,1.89,0.38
56,56,2012-13,Regular_Season,1713,57,Vince Carter,1610612742,DAL,81,2093,372,855,0.435,162,399,0.406,182,223,0.816,58,276,334,194,74,44,106,226,1088,1.83,0.7
57,57,2012-13,Regular_Season,202349,58,Greivis Vasquez,1610612740,NOH,78,2685,438,1012,0.433,83,243,0.342,124,154,0.805,43,294,337,704,66,6,247,190,1083,2.85,0.27
58,58,2012-13,Regular_Season,2755,59,Kevin Martin,1610612760,OKC,77,2136,350,778,0.45,158,371,0.426,219,246,0.89,31,147,178,106,72,8,101,138,1077,1.05,0.71
59,59,2012-13,Regular_Season,201588,60,George Hill,1610612754,IND,76,2620,386,871,0.443,130,353,0.368,174,213,0.817,47,237,284,355,81,26,116,134,1076,3.06,0.7
60,60,2012-13,Regular_Season,101126,61,Nate Robinson,1610612741,CHI,82,2086,399,921,0.433,141,348,0.405,135,169,0.799,29,155,184,358,85,10,144,207,1074,2.49,0.59
61,61,2012-13,Regular_Season,201167,62,Arron Afflalo,1610612753,ORL,64,2307,397,905,0.439,72,240,0.3,191,223,0.857,29,210,239,206,40,11,138,137,1057,1.49,0.29
62,62,2012-13,Regular_Season,201945,63,Gerald Henderson,1610612766,CHA,68,2133,382,855,0.447,33,100,0.33,258,313,0.824,55,195,250,177,68,34,108,149,1055,1.64,0.63
63,63,2012-13,Regular_Season,201586,63,Serge Ibaka,1610612760,OKC,80,2486,446,778,0.573,20,57,0.351,143,191,0.749,222,395,617,43,28,242,125,213,1055,0.34,0.22
64,64,2012-13,Regular_Season,2449,65,Luis Scola,1610612756,PHX,82,2184,432,915,0.472,3,16,0.188,181,230,0.787,158,383,541,182,67,35,126,257,1048,1.44,0.53
65,65,2012-13,Regular_Season,201587,66,Nicolas Batum,1610612757,POR,73,2807,352,833,0.423,165,444,0.372,178,210,0.848,97,315,412,360,91,83,190,139,1047,1.9,0.48
66,66,2012-13,Regular_Season,2738,67,Andre Iguodala,1610612743,DEN,80,2779,396,879,0.451,91,287,0.317,155,270,0.574,82,341,423,433,139,52,206,127,1038,2.1,0.68
67,67,2012-13,Regular_Season,201145,68,Jeff Green,1610612738,BOS,81,2252,376,806,0.467,70,182,0.385,214,265,0.808,55,263,318,128,56,68,132,175,1036,0.97,0.42
68,68,2012-13,Regular_Season,101127,69,Jarrett Jack,1610612744,GSW,79,2349,387,857,0.452,82,203,0.404,167,198,0.843,21,222,243,439,60,11,157,134,1023,2.8,0.38
69,69,2012-13,Regular_Season,202083,70,Wesley Matthews,1610612757,POR,69,2403,352,808,0.436,169,425,0.398,149,187,0.797,35,156,191,174,90,18,109,172,1022,1.6,0.83
70,70,2012-13,Regular_Season,201581,71,JJ Hickson,1610612757,POR,80,2323,418,744,0.562,0,2,0.0,182,268,0.679,266,562,828,88,48,51,145,160,1018,0.61,0.33
71,71,2012-13,Regular_Season,202330,72,Gordon Hayward,1610612762,UTA,72,2104,336,773,0.435,102,246,0.415,243,294,0.827,51,174,225,213,58,38,120,125,1017,1.77,0.48
72,72,2012-13,Regular_Season,201593,73,Nikola Pekovic,1610612750,MIN,62,1959,385,741,0.52,0,0,0.0,241,324,0.744,230,315,545,53,43,50,101,143,1011,0.53,0.43
73,73,2012-13,Regular_Season,202696,74,Nikola Vucevic,1610612753,ORL,77,2559,461,889,0.519,0,3,0.0,86,126,0.683,273,644,917,143,61,79,141,218,1008,1.01,0.43
74,74,2012-13,Regular_Season,708,75,Kevin Garnett,1610612738,BOS,68,2022,422,850,0.496,2,16,0.125,158,201,0.786,75,455,530,159,78,62,110,154,1004,1.45,0.71
75,75,2012-13,Regular_Season,202688,76,Brandon Knight,1610612765,DET,75,2365,357,878,0.407,120,327,0.367,165,225,0.733,54,193,247,303,58,8,205,157,999,1.48,0.28
76,76,2012-13,Regular_Season,201147,77,Corey Brewer,1610612743,DEN,82,2003,375,883,0.425,91,307,0.296,149,216,0.69,55,180,235,124,118,23,102,154,990,1.22,1.16
77,77,2012-13,Regular_Season,201936,78,Tyreke Evans,1610612758,SAC,65,2016,366,765,0.478,45,133,0.338,210,271,0.775,56,231,287,229,90,27,128,133,987,1.79,0.7
78,78,2012-13,Regular_Season,201954,79,Darren Collison,1610612742,DAL,81,2372,341,724,0.471,48,136,0.353,242,275,0.88,31,188,219,415,100,8,173,139,972,2.4,0.58
79,79,2012-13,Regular_Season,101141,80,Ersan Ilyasova,1610612749,MIL,73,2012,371,803,0.462,95,214,0.444,125,157,0.796,154,366,520,117,68,36,75,185,962,1.56,0.91
80,80,2012-13,Regular_Season,202684,81,Tristan Thompson,1610612739,CLE,82,2564,390,799,0.488,0,3,0.0,177,291,0.608,306,467,773,108,60,71,123,234,957,0.88,0.49
81,81,2012-13,Regular_Season,101109,82,Raymond Felton,1610612752,NYK,68,2313,377,882,0.427,93,258,0.36,101,128,0.789,51,143,194,372,94,14,155,130,948,2.4,0.61
82,82,2012-13,Regular_Season,2557,83,Luke Ridnour,1610612750,MIN,82,2474,367,811,0.453,66,212,0.311,139,164,0.848,41,165,206,311,82,15,130,187,939,2.39,0.63
83,83,2012-13,Regular_Season,201579,84,Roy Hibbert,1610612754,IND,79,2269,385,859,0.448,1,4,0.25,166,224,0.741,296,360,656,113,39,206,162,279,937,0.7,0.24
84,84,2012-13,Regular_Season,202682,85,Derrick Williams,1610612750,MIN,78,1916,338,786,0.43,65,196,0.332,192,272,0.706,96,334,430,46,44,37,101,127,933,0.46,0.44
85,85,2012-13,Regular_Season,1897,86,Metta World Peace,1610612747,LAL,75,2530,332,824,0.403,141,412,0.342,124,169,0.734,101,271,372,112,122,42,98,198,929,1.14,1.25
86,86,2012-13,Regular_Season,201577,86,Robin Lopez,1610612740,NOH,82,2136,384,719,0.534,0,0,0.0,161,207,0.778,226,236,462,64,32,128,110,167,929,0.58,0.29
87,87,2012-13,Regular_Season,202702,88,Kenneth Faried,1610612743,DEN,80,2248,380,689,0.552,0,0,0.0,163,266,0.613,260,474,734,77,81,83,113,234,923,0.68,0.72
88,88,2012-13,Regular_Season,1717,89,Dirk Nowitzki,1610612742,DAL,53,1661,343,728,0.471,65,157,0.414,166,193,0.86,37,326,363,132,38,37,70,93,917,1.89,0.54
89,89,2012-13,Regular_Season,201977,90,Marcus Thornton,1610612758,SAC,72,1726,332,774,0.429,141,379,0.372,111,126,0.881,50,131,181,91,61,4,68,105,916,1.34,0.9
90,90,2012-13,Regular_Season,202322,91,John Wall,1610612764,WAS,49,1602,324,735,0.441,12,45,0.267,246,306,0.804,35,161,196,373,65,37,157,117,906,2.38,0.41
91,91,2012-13,Regular_Season,201150,92,Spencer Hawes,1610612755,PHI,82,2233,376,811,0.464,31,87,0.356,122,157,0.777,173,417,590,183,24,113,131,233,905,1.4,0.18
92,92,2012-13,Regular_Season,203079,93,Dion Waiters,1610612739,CLE,61,1756,336,815,0.412,63,203,0.31,159,213,0.746,22,127,149,183,59,16,121,113,894,1.51,0.49
93,93,2012-13,Regular_Season,201574,94,Jason Thompson,1610612758,SAC,82,2285,374,745,0.502,0,3,0.0,143,206,0.694,172,377,549,84,48,61,101,227,891,0.83,0.47
94,94,2012-13,Regular_Season,200751,95,Randy Foye,1610612762,UTA,82,2249,293,738,0.397,178,434,0.41,118,144,0.819,17,110,127,167,66,27,92,190,882,1.81,0.72
95,95,2012-13,Regular_Season,201196,96,Ramon Sessions,1610612766,CHA,61,1652,276,676,0.408,33,107,0.308,291,347,0.839,27,142,169,230,48,7,104,91,876,2.21,0.46
96,96,2012-13,Regular_Season,201155,96,Rodney Stuckey,1610612765,DET,76,2171,304,748,0.406,55,182,0.302,213,272,0.783,43,169,212,270,51,17,134,127,876,2.02,0.38
97,97,2012-13,Regular_Season,201171,98,Carl Landry,1610612744,GSW,81,1876,325,602,0.54,1,3,0.333,223,273,0.817,180,303,483,65,35,31,115,190,874,0.56,0.3
98,98,2012-13,Regular_Season,101110,99,Martell Webster,1610612764,WAS,76,2200,281,636,0.442,139,329,0.422,168,198,0.848,53,241,294,143,49,17,90,166,869,1.59,0.54
99,99,2012-13,Regular_Season,203076,100,Anthony Davis,1610612740,NOH,64,1846,349,676,0.516,0,6,0.0,169,225,0.751,165,357,522,63,75,112,89,158,867,0.71,0.84
100,100,2012-13,Regular_Season,951,101,Ray Allen,1610612748,MIA,79,2035,292,651,0.449,139,332,0.419,140,158,0.886,40,177,217,135,67,15,103,129,863,1.31,0.65
101,101,2012-13,Regular_Season,201162,102,Jared Dudley,1610612756,PHX,79,2170,313,669,0.468,106,271,0.391,129,162,0.796,79,166,245,203,75,8,101,128,861,2.01,0.74
102,102,2012-13,Regular_Season,2419,103,Tayshaun Prince,1610612763,MEM,82,2632,359,820,0.438,38,94,0.404,96,130,0.738,72,292,364,196,48,25,89,86,852,2.2,0.54
103,103,2012-13,Regular_Season,101154,104,Andray Blatche,1610612751,BKN,82,1555,346,676,0.512,3,22,0.136,148,216,0.685,161,256,417,85,86,54,123,163,843,0.69,0.7
104,104,2012-13,Regular_Season,202087,105,Alonzo Gee,1610612739,CLE,82,2541,305,744,0.41,69,219,0.315,163,205,0.795,75,245,320,133,107,29,132,199,842,1.01,0.81
105,105,2012-13,Regular_Season,2732,106,Ben Gordon,1610612766,CHA,75,1560,310,760,0.408,113,292,0.387,107,127,0.843,18,112,130,141,35,16,136,134,840,1.04,0.26
106,106,2012-13,Regular_Season,201980,107,Danny Green,1610612759,SAS,80,2201,297,663,0.448,177,413,0.429,67,79,0.848,36,208,244,141,92,54,94,124,838,1.5,0.98
107,107,2012-13,Regular_Season,201168,107,Tiago Splitter,1610612759,SAS,81,1997,315,563,0.56,0,2,0.0,208,285,0.73,144,371,515,130,63,64,100,161,838,1.3,0.63
108,108,2012-13,Regular_Season,200826,109,J.J. Barea,1610612750,MIN,74,1713,316,758,0.417,97,280,0.346,105,134,0.784,34,173,207,294,32,0,145,131,834,2.03,0.22
109,109,2012-13,Regular_Season,201600,110,Ömer Aşik,1610612745,HOU,82,2464,332,614,0.541,0,1,0.0,168,299,0.562,275,681,956,75,46,87,173,223,832,0.43,0.27
110,110,2012-13,Regular_Season,101181,111,Jose Calderon,1610612765,DET,73,2159,312,635,0.491,130,282,0.461,72,80,0.9,20,156,176,518,58,8,126,99,826,4.11,0.46
111,111,2012-13,Regular_Season,2749,112,Jameer Nelson,1610612753,ORL,56,1977,306,780,0.392,121,355,0.341,89,102,0.873,23,186,209,413,71,6,154,161,822,2.68,0.46
112,112,2012-13,Regular_Season,2440,112,Matt Barnes,1610612746,LAC,80,2058,312,675,0.462,111,325,0.342,87,117,0.744,111,255,366,123,82,63,90,233,822,1.37,0.91
113,113,2012-13,Regular_Season,202348,114,Jordan Crawford,1610612738,BOS,70,1709,301,725,0.415,83,246,0.337,129,159,0.811,44,165,209,225,39,7,141,106,814,1.6,0.28
114,114,2012-13,Regular_Season,101161,115,Amir Johnson,1610612761,TOR,81,2325,336,606,0.554,5,13,0.385,136,187,0.727,227,384,611,122,81,110,117,301,813,1.04,0.69
115,115,2012-13,Regular_Season,2406,115,Caron Butler,1610612746,LAC,78,1879,305,720,0.424,128,330,0.388,75,90,0.833,41,182,223,78,51,11,72,139,813,1.08,0.71
116,116,2012-13,Regular_Season,1890,117,Shawn Marion,1610612742,DAL,67,2010,355,690,0.514,23,73,0.315,79,101,0.782,146,379,525,163,75,47,103,111,812,1.58,0.73
117,117,2012-13,Regular_Season,2594,118,Kyle Korver,1610612737,ATL,74,2259,277,601,0.461,189,414,0.457,67,78,0.859,23,270,293,146,70,37,70,170,810,2.09,1.0
118,118,2012-13,Regular_Season,1891,119,Jason Terry,1610612738,BOS,79,2124,281,648,0.434,123,331,0.372,114,131,0.87,19,140,159,198,66,11,102,110,799,1.94,0.65
119,119,2012-13,Regular_Season,1905,120,Andrei Kirilenko,1610612750,MIN,64,2034,284,560,0.507,35,120,0.292,188,250,0.752,102,260,362,177,96,62,119,82,791,1.49,0.81
120,120,2012-13,Regular_Season,200768,120,Kyle Lowry,1610612761,TOR,68,2020,250,623,0.401,101,279,0.362,190,239,0.795,56,265,321,435,94,24,157,218,791,2.77,0.6
121,121,2012-13,Regular_Season,1889,122,Andre Miller,1610612743,DEN,82,2151,303,632,0.479,17,64,0.266,163,194,0.84,60,178,238,484,73,11,172,159,786,2.81,0.42
122,122,2012-13,Regular_Season,2399,123,Mike Dunleavy,1610612749,MIL,75,1943,276,624,0.442,128,299,0.428,105,128,0.82,31,260,291,145,39,35,90,135,785,1.61,0.43
123,123,2012-13,Regular_Season,201149,124,Joakim Noah,1610612741,CHI,66,2426,303,630,0.481,0,5,0.0,178,237,0.751,260,473,733,262,78,141,176,185,784,1.49,0.44
124,124,2012-13,Regular_Season,203078,125,Bradley Beal,1610612764,WAS,56,1745,282,687,0.41,91,236,0.386,125,159,0.786,43,168,211,137,50,29,90,113,780,1.52,0.56
125,125,2012-13,Regular_Season,2403,126,Nene,1610612764,WAS,61,1659,285,594,0.48,0,1,0.0,196,269,0.729,101,306,407,177,55,37,139,171,766,1.27,0.4
126,126,2012-13,Regular_Season,2731,127,Emeka Okafor,1610612764,WAS,79,2052,328,687,0.477,0,0,0.0,109,191,0.571,199,493,692,93,45,77,107,145,765,0.87,0.42
127,127,2012-13,Regular_Season,201563,128,Michael Beasley,1610612756,PHX,75,1554,310,766,0.405,45,144,0.313,94,126,0.746,52,230,282,111,31,34,144,107,759,0.77,0.21
128,128,2012-13,Regular_Season,203084,129,Harrison Barnes,1610612744,GSW,81,2058,276,628,0.439,52,145,0.359,144,190,0.758,53,280,333,98,52,14,101,140,748,0.97,0.52
129,129,2012-13,Regular_Season,202335,130,Patrick Patterson,1610612758,SAC,71,1775,319,623,0.512,51,132,0.386,48,63,0.762,113,224,337,81,31,40,61,138,737,1.33,0.51
130,130,2012-13,Regular_Season,101139,131,CJ Miles,1610612739,CLE,65,1364,255,614,0.415,126,328,0.384,93,107,0.869,24,150,174,63,49,17,69,138,729,0.91,0.71
131,131,2012-13,Regular_Season,2748,131,Dorell Wright,1610612755,PHI,79,1783,237,599,0.396,135,361,0.374,120,141,0.851,42,260,302,150,62,35,64,98,729,2.34,0.97
132,132,2012-13,Regular_Season,202324,133,Derrick Favors,1610612762,UTA,77,1787,274,568,0.482,0,5,0.0,179,260,0.688,184,362,546,75,67,130,129,247,727,0.58,0.52
133,133,2012-13,Regular_Season,201599,134,DeAndre Jordan,1610612746,LAC,82,2010,314,488,0.643,0,0,0.0,96,249,0.386,210,384,594,28,48,112,100,192,724,0.28,0.48
134,134,2012-13,Regular_Season,202338,135,Kevin Seraphin,1610612764,WAS,79,1721,330,716,0.461,0,0,0.0,61,88,0.693,107,239,346,57,24,59,130,211,721,0.44,0.18
135,135,2012-13,Regular_Season,202713,136,Kyle Singler,1610612765,DET,82,2293,275,642,0.428,70,200,0.35,100,124,0.806,109,221,330,77,57,37,98,217,720,0.79,0.58
136,136,2012-13,Regular_Season,201580,137,JaVale McGee,1610612743,DEN,79,1433,303,527,0.575,1,1,1.0,110,186,0.591,158,223,381,24,30,157,90,184,717,0.27,0.33
137,137,2012-13,Regular_Season,201569,138,Eric Gordon,1610612740,NOH,42,1264,235,584,0.402,56,173,0.324,187,222,0.842,10,67,77,137,45,8,117,75,713,1.17,0.39
138,138,2012-13,Regular_Season,1712,139,Antawn Jamison,1610612747,LAL,76,1636,267,575,0.464,84,233,0.361,94,136,0.691,109,253,362,50,30,22,53,124,712,0.94,0.57
139,139,2012-13,Regular_Season,2568,140,Carlos Delfino,1610612745,HOU,67,1689,251,620,0.405,158,421,0.375,48,56,0.857,18,202,220,135,68,9,72,114,708,1.88,0.94
140,140,2012-13,Regular_Season,202710,141,Jimmy Butler,1610612741,CHI,82,2134,239,512,0.467,40,105,0.381,187,233,0.803,136,192,328,115,78,31,62,97,705,1.85,1.26
141,141,2012-13,Regular_Season,1938,141,Manu Ginobili,1610612759,SAS,60,1393,229,539,0.425,83,235,0.353,164,206,0.796,30,171,201,274,80,13,132,114,705,2.08,0.61
142,142,2012-13,Regular_Season,2754,141,Tony Allen,1610612763,MEM,79,2109,284,638,0.445,3,24,0.125,134,187,0.717,121,242,363,98,119,44,94,211,705,1.04,1.27
143,143,2012-13,Regular_Season,203077,144,Michael Kidd-Gilchrist,1610612766,CHA,78,2025,281,613,0.458,2,9,0.222,140,187,0.749,131,324,455,117,54,70,101,164,704,1.16,0.54
144,144,2012-13,Regular_Season,201158,145,Marco Belinelli,1610612741,CHI,73,1882,241,610,0.395,79,221,0.357,141,168,0.839,13,127,140,148,44,6,82,140,702,1.8,0.54
